track,Album,Artist,release_date,All Time Rank,January,February,March,April,May,June,July,August,September,October,spotify_streams,youtube_streams,YouTube Likes,TikTok Posts,TikTok Likes,tiktok_streams,YouTube Playlist Reach,Apple Music Playlist Count,apple_music_streams,SiriusXM_streams,Deezer Playlist Count,deezer_streams,Amazon Playlist Count,pandora_streams,Pandora Track Stations,soundcloud_streams,Shazam Counts
Ali Cabbar,Parti ��,Emir Can ���,6/2/2023,3467,,,,,,,,,,,63442980,127252829,552569,84400,3171710,108671025,4788783,7,4502,,,,,,,,224773
Alibi (feat. Rudimental),Alibi (feat. Rudimental) - Single,Ella Henderson,1/12/2024,1426,,,,,,,,,,,78096380,7982763,75106,,,,132719358,56,67820,48,62,26160126,44,8273,28,,886709
Alkool,Alkool,Melinda Ademi,4/15/2024,4227,,,,,,,,,,,1761843,26145236,114630,,,,,1,,,,,,,,,20972
All About That Bass,Los N��meros 1 De 40 (El Disco De Los ��,Meghan Trainor,1/1/2014,573,,,,,,,,,,,815661095,2725121387,10672692,423870,58123781,620379145,649286436,130,45010,399,93,464181,43,514035113,1813173,,16984011
All Around The World (La La La),All Around The World (La La La),R3HAB,4/5/2019,3571,,,,,,,,,,,654965766,147035496,1383677,532715,150205415,1859282676,27772087,87,34490,1,117,793184,23,1604779,1078,,3047102
All By Myself,All By Myself,Alok,10/7/2022,3764,,,,,,,,,,,153478699,8834684,103744,,,,13208107,66,157225,84,74,2068935,18,106577,65,45258,1187709
All Eyes on Me,All Eyes on Me - Single,Dj Belite,12/20/2022,2401,,,,,,,,,,,155367,21746915,272517,1502840,91479861,2017012601,,20,,,,,,,,,8238004
All Eyes On You (feat. Chris Brown & Nicki Minaj),All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,6/27/2015,4237,,,,,,,,,,,369947896,1180773743,5461869,21506,3270191,22026802,163934131,26,28859,48,6,26325,10,,,,
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/2018,439,,,,,,,,,,,1615353665,130721152,1378012,329183,40216565,294545167,32,37,610,31,25,136348,2,95930512,146577,229990892,3146346
All I Need,Javari,Tyler Antonius,3/11/2024,3318,,,,,,,,,,,168663071,,,,,,,,,,,,,,,,1875653
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1/1/1994,2097,,,,,,,,,,,1810649765,824500156,7455155,18894720,1432227925,15963128797,29891688,418,131873,139,143,1390899,125,304497253,3556791,1273462,6531412
ALL MINE,WASTELAND,Brent Faiyaz,7/8/2022,1232,,,,,,,,,,,315014005,77564375,661614,129260,51356427,366123920,57858388,27,101865,21,3,28284,23,21452340,16317,13608463,1112722
ALL MY FELLAS,ALL MY FELLAS,Frizk,9/19/2023,1070,,,,,,,,,,,56978899,31575700,824524,1095900,77314395,641905367,86472968,3,13,49,,,,345036,3980,,460827
All My Life,All My Life,Falling In Reverse,6/6/2024,3879,,,,,,,,,,,4094651,,,,,,,8,723,,3,196154,21,932184,261,1831,20319
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,5/12/2023,90,,,,,,,,,,,333202114,203487345,2084532,928132,63253779,748253884,735908540,148,346411,146,30,1277729,60,90114807,46789,16620102,4207535
All Night Longer,All Night Longer,seyhqnsert,4/15/2024,4998,,,,,,,,,,,97901971,,,,,,,,,,,,,,,,
All of Me,Love In The Future (South Africa Tour Edition),John Legend,1/1/2012,487,,,,,,,,,,,2382407025,3064193777,17820289,536497,59268693,643209321,1769031393,295,225220,341,229,2030488,107,1043817740,1278265,,28058207
all of me,american dream,21 Savage,1/12/2024,1283,,,,,,,,,,,87111207,4705879,71296,,,,18111,7,60,2,6,76615,7,2375480,751,3544659,125463
All of Me - Radio Edit,"��3 Greatest Hits, Vol. 66",John Legend,6/27/2014,3411,,,,,,,,,,,2379787239,11365291,74275,,,,,4,1684,,1,175,,,,162140441,
All Out Of Fight,TRUSTFALL (Tour Deluxe Edition),P!nk,11/30/2023,3177,,,,,,,,,,,31809079,10988995,145198,,,,1742201888,11,48195,,22,12669277,30,18554159,1667,,722562
all the good girls go to hell,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,4008,,,,,,,,,,,640099263,342695701,7870079,80736,22722423,204727914,21756608,40,22495,87,19,231931,13,44739129,59135,,1434669
All The Parties (feat. Chief Keef),For All The Dogs,Drake,10/6/2023,4177,,,,,,,,,,,48556312,3006021,43340,631,559278,4098401,,5,154,5,,,1,1338774,545,2264570,94446
All The Stars (with SZA),All The Stars (with SZA),Kendrick Lamar,1/4/2018,1304,,,,,,,,,,,1638529683,633789787,5683859,39792,33196158,211875110,75594850,152,10256,39,73,194391,52,139392569,70103,,8746447
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,11/12/2021,1912,,,,,,,,,,,842558786,290178261,6813320,169911,110877621,743331968,25836314,86,1865,77,9,21290,24,9689583,25854,,827246
All We Got (feat. KIDDO),All We Got (feat. KIDDO),Robin Schulz,10/16/2020,4215,,,,,,,,,,,267459903,67857878,594378,160198,28393269,369606102,28714593,63,201505,,40,741931,7,293167,577,,2831037
all-american bitch,GUTS,Olivia Rodrigo,9/8/2023,3041,,,,,,,,,,,231346336,33144121,752778,15100,8034885,73409116,1841596548,9,710,3,4,25962,14,1914188,3992,,244627
ALMAS GEMELAS,ALMAS GEMELAS - Single,Myke Towers,7/22/2021,4285,,,,,,,,,,,247133830,159846081,855877,123897,55519162,423731008,19752293,43,3671,66,11,32605,14,8042376,1468,,611867
Alo,Alo,corwinn,5/25/2024,4807,,,,,,,,,,,29938396,,,,,,,,,,,,,,,,
Alone,Alone,Marshmello,5/13/2016,776,,,,,,,,,,,561103984,3130843590,32799797,524156,50668664,462245126,454361203,48,3744,2,16,66450,17,43619580,201447,,3223632
Alone,Alone,Alan Walker,1/1/2016,1667,,,,,,,,,,,738909649,1695861663,15412305,883818,33329265,388592360,469953995,43,36750,83,36,430870,16,33223993,57730,,6332168
Alone,Black Panther: Wakanda Forever - Music From and Inspired By,Burna Boy,11/4/2022,2875,,,,,,,,,,,139783785,37874489,402994,41400,17092754,129948415,644,25,5116,1,11,109328,14,3097330,2488,4553795,2203339
Alone,Alone,Rod Wave,8/9/2022,4098,,,,,,,,,,,64562541,63051891,588504,28159,4803835,38123007,177562407,11,1310,181,1,2011,3,20018298,19518,14854093,262393
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/2023,3622,,,,,,,,,,,79045342,34142538,565870,19430,9297727,105037367,711554335,42,61153,858,18,214894,44,12737821,856,,994509
"Alone, Pt. II","Alone, Pt. II",Alan Walker,12/27/2019,1740,,,,,,,,,,,606284550,410411873,5873984,1859523,74967409,967965294,187346605,57,84664,,49,510696,13,3922831,4164,,5281784
Alors on danse,Clubland Vol. 5,Stromae,1/1/2009,4315,,,,,,,,,,,676325288,852637099,6839325,3675980,295839452,3323603337,84125089,101,41253,,106,1851545,16,20266654,96409,,212724
Already Dead,Already Dead,Juice WRLD,11/12/2021,4566,,,,,,,,,,,229232959,46890832,889875,51484,4989535,61564975,25926849,19,133,72,12,106859,10,10040427,6822,,289269
Already Rich,Already Rich,Yeat,5/3/2023,3592,,,,,,,,,,,156047755,13251602,156992,195434,26190022,273007809,83289,1,12,507,,,,637800,1448,,252675
Alucin,Alucin,Eugenio Esquivel,11/17/2023,1242,,,,,,,,,,,207103587,85555081,727436,,,,83238337,14,3573,5,26,9087254,3,1748090,2815,,705754
ALV,"Sentimiento, Elegancia y M��s Ma",Arc��,11/17/2023,882,,,,,,,,,,,118490212,158132299,835029,,,,1207256080,8,18438,,11,1370299,1,3877792,2229,,514683
Always,NEVER ENOUGH,Daniel Caesar,4/7/2023,2688,,,,,,,,,,,281707091,23447030,216253,119645,29519019,236748049,38135485,13,9,26,3,2038,5,444186,872,,494628
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,901,,,,,,,,,,,1269760706,824308720,4676578,1213771,33512447,573562180,1951219741,88,66461,4,55,606748,27,322220265,104680,612635,9755956
Always This Same Old Song,Better Lucky Than Beautiful,Bingo Club,2/24/2023,2879,,,,,,,,,,,84198,295297180,,,,,,,7,,,,,,,,41
Am,AM,Nio Garcia,1/28/2021,1257,,,,,,,,,,,361357607,668095711,3934415,1100094,123820134,1087148231,57766471,27,12106,25,11,1615617,7,21888540,3685,,767913
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,913,,,,,,,,,,,247682011,81060467,925753,13500,6210382,38882669,703035,51,3710,,9,44406,5,665747,2700,,1390039
Am I Wrong,More Music 2013,Nico & Vinz,1/1/2013,2440,,,,,,,,,,,965827790,243060460,2037116,204916,87657079,930985864,2936860,89,31268,159,64,111728,13,598857243,319806,33851324,19231875
AM Remix,AM Remix,Nio Garcia,6/24/2021,2956,,,,,,,,,,,571325612,71477120,340270,50,995,20390,,89,20797,11,19,298331,61,47749041,6786,,833419
Aman G��zel Yava��,Aman G��zel Yava��,Haloday�,6/23/2023,4295,,,,,,,,,,,110759507,4697020,13304,434400,18043254,607056384,,7,3358,,2,1567383,,,,,515430
Amanece,Amanece,Anuel AA,12/14/2018,1457,,,,,,,,,,,784096553,979304024,4295929,78500,8119129,98951834,153169651,31,7211,26,8,63513,11,100876561,12268,17640877,1503816
Amapiano,Amapiano,Asake,5/23/2023,3701,,,,,,,,,,,68990989,29014150,237930,309111,16832048,240070262,32844745,53,5137,79,5,101774,26,230682,624,,721377
AMARGURA,MA��ANA SER��,KAROL G,2/24/2023,477,,,,,,,,,,,629102459,317295184,924600,969500,28700787,404330162,814335857,45,46179,387,30,3549738,23,38480759,8821,,1252595
Ambition For Cash,Ambition For Cash,Key Glock,10/1/2021,3835,,,,,,,,,,,315336758,29058447,408335,104301,108992382,1234944902,164103568,30,5328,117,3,7312,4,9860446,2531,,1286750
Ameno Amapiano Remix (You Wanna Bamba),Ameno Amapiano Remix - Single,Goya Menor,1/7/2022,1759,,,,,,,,,,,62243984,71389072,723554,3000259,507480021,8578793997,1494669,36,25673,,13,225567,,,,,4626627
American Boy (No Rap Version),American Boy (Remixes 2024) - Single,Estelle,5/22/2024,1941,,,,,,,,,,,12102307,,,,,,,,,,,,,,,,1123232
AMG,AMG,Natanael Cano,11/24/2022,715,,,,,,,,,,,674025091,323942993,1575190,452800,108677892,1294755383,,34,907,13,6,1183532,13,37825840,12306,,967374
Amigos Con Derechos,Amigos Con Derechos,Reik,8/31/2018,3203,,,,,,,,,,,503187980,857645221,2562683,32580,5181492,40522645,111178750,43,104,74,27,221999,25,57708356,12061,,1724848
Amor a Primera Vista,Amor a Primera Vista,Los ��ngeles Az,6/14/2019,2644,,,,,,,,,,,346860422,888138257,2432863,18009,4833780,73588039,29426957,32,7700,47,10,72268,16,43302352,13188,,1446419
Amor Na Praia,Amor Na Praia,NATTAN,3/7/2024,3034,,,,,,,,,,,45545495,40452826,252818,,,,134698737,8,364,,26,13646745,15,,,,26011
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,369,,,,,,,,,,,302177116,,,,,,,6,,,1,239,15,92486209,42531,,
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,10/19/2023,3756,,,,,,,,,,,59582290,72157125,363308,58300,9130133,102839961,253986639,4,1906,145,6,7084186,,7059759,810,,181211
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,12/24/2019,2706,,,,,,,,,,,413743535,420669522,2712590,143494,22305613,152431204,15959347,19,210,42,5,36707,15,31804920,42137,25393281,750571
Amorfoda,Amorfoda,Bad Bunny,2/15/2018,4111,,,,,,,,,,,3397421,1134960177,8754011,,,,174940178,,,,,,,,,,
Ana Ghaltan,Cigara,Bahaa Sultan,12/27/2021,3468,,,,,,,,,,,8316794,,,173,15714,307818,,,631,,1,2094,,,,46825425,8447
Anabella,Anabella,Khaid,7/14/2023,536,,,,,,,,,,,14645123,28065515,194782,3325481,18297800,222489625,55637507,6,1101,,,,,57777,,,982458
Andamos Mejor,Andamos Mejor,Los Gemelos De Sinaloa,1/24/2022,2930,,,,,,,,,,,209092342,265900557,1262410,246700,11562330,200533647,186,6,20,,,,6,71876275,11600,,443034
Andas En Mi Cabeza,Bachatas Mix,Chino & Nacho,4/22/2017,2522,,,,,,,,,,,,1820176345,4950177,,,,316643997,,,,,,,,,,
ANDO,ANDO,Jere Klein,9/27/2023,122,,,,,,,,,,,292789738,406307035,809942,1900606,68341852,872862858,1969191415,11,1754,,15,8391160,1,764473,5168,,1195337
Ando Enfocado,Ando Enfocado,Jaziel Avilez,11/18/2022,3278,,,,,,,,,,,191918763,168330437,768931,51300,4813141,63785723,,6,6,3,2,50523,6,25400655,3262,,404205
Andrea,Un Verano Sin Ti,Bad Bunny,5/6/2022,1335,,,,,,,,,,,432885913,321888868,1818193,575000,152132878,1232405599,20330597,14,2673,42,2,200870,6,17790574,5179,,901897
Angel Baby,Angel Baby,Troye Sivan,9/9/2021,554,,,,,,,,,,,533416336,293168763,2744278,6384142,410346965,4418855338,1548038923,49,31921,23,15,12354,25,1140347,2750,,1409744
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/2023,419,,,,,,,,,,,179565178,41976731,479163,273400,36593416,451763725,514925755,54,5615,,25,454601,9,3470078,3794,4120249,2788317
Angels Like You,Plastic Hearts,Miley Cyrus,11/27/2020,1697,,,,,,,,,,,940796773,165497158,1629090,1780416,377871352,3248071918,8992522,74,45899,331,62,610903,14,11547146,7441,,2289799
Angry,Angry,The Rolling Stones,9/6/2023,3953,,,,,,,,,,,31185560,31460860,421898,,,,17219087,28,43699,,17,1899063,36,3754757,2339,,439886
Animals,Full Circle: The Live Anthology,Maroon 5,11/20/2011,1772,,,,,,,,,,,1365755853,1285233400,8881918,632606,91997812,694003171,646244393,40,74610,98,45,252875,18,542517832,319847,11268399,8434236
Animals,Animals - Single,Martin Garrix,1/1/2013,3957,,,,,,,,,,,413855724,62878984,569920,58190,13747633,170836810,26070341,80,8044,375,27,64976,24,164294520,462207,74446604,17865575
Animals,Tremor (Sensation 2014 Anthem),Martin Garrix,1/1/2014,4472,,,,,,,,,,,,1832515825,12911895,,,,290750491,,,,,,,,,,
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,1504,,,,,,,,,,,199846893,44694805,569158,,,,690391,46,380,,5,140925,25,1444633,9234,,649807
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,3535,,,,,,,,,,,61355849,11131343,254050,5211,1366663,16120565,191669953,2,276,31,,,,636999,476,,141072
Another Love,Songs from Another Love,Tom Odell,1/1/2012,1842,,,,,,,,,,,2444335468,996981745,9104648,452786,77257465,714451407,858018753,137,36017,8,195,16139369,30,,,,
Another Love (Ti��sto Re,Another Love (Ti��sto Re,Tom Odell,5/13/2022,2620,,,,,,,,,,,141141890,26048435,224730,1662320,900971288,8556410580,,20,37145,,23,557055,,172209,366,,770960
Anti-Hero,Midnights,Taylor Swift,10/21/2022,91,,,,,,,,,,,1563224246,203259285,3482508,1302967,376660493,3864505972,724976542,261,1034319,1088,74,4457357,150,92338994,45974,,4703179
Antidepresan,Antidepresan,Mert Demir,11/4/2022,2605,,,,,,,,,,,172362945,164304790,644688,293300,15092029,428987615,7986595,13,20439,,3,1567627,,,,,903938
Antidote,Antidote,Travis Scott,7/28/2015,3053,,,,,,,,,,,693552475,484191598,3735154,680593,15685738,100004969,203700286,129,479,18,38,365775,29,260556165,144489,5339568,3758685
ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,10/17/2022,1704,,,,,,,,,,,458713465,263768312,4141652,208042,281057311,1964836293,180066740,23,2779,128,4,32620,25,959380,1848,,575592
Anyone,Anyone,Justin Bieber,1/1/2021,1687,,,,,,,,,,,689413808,181790359,3269385,300226,68768141,618582288,268898494,171,194884,119,29,868927,35,94172171,19768,,2851589
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,12/15/2023,3491,,,,,,,,,,,29171226,84972873,1156897,,,,182268973,1,,,,,8,,,,
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,5/17/2024,929,,,,,,,,,,,33245898,15755338,203277,,,,33968779,8,48,,3,821777,17,18555,27,110406,171732
Apaga El Cel,Apaga El Cel,Calle 24,12/22/2023,2778,,,,,,,,,,,145975016,54043783,310905,,,,1098765819,4,,,5,1265523,8,,,,326991
"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,11/5/2022,757,,,,,,,,,,,250599391,642774625,4620243,,,,2903846,27,1266,,1,1097,10,,,,476013
Apocalypse,Apocalypse,Cigarettes After Sex,3/21/2017,1628,,,,,,,,,,,1305189811,237610293,2556677,126427,67441717,435331773,5708240,64,5105,53,30,219837,42,20133868,17745,30727101,4881850
April Rain in August Weather,April Rain in August Weather - Single,Baba Blakes,3/24/2023,1004,,,,,,,,,,,408449,524571173,1510602,23,20,385,,,25,,,,,,,,75
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,6/25/2021,4286,,,,,,,,,,,231298627,109250541,862054,711209,146307858,1133546129,4865954,24,1016,,3,45211,7,10264013,3777,,1241539
Aqu�� A,Aqu�� A,Christian Nodal,7/10/2020,2791,,,,,,,,,,,423313161,597262135,2506019,18138,2257511,35488227,19729407,17,6932,341,15,694760,21,47114049,7626,,902218
Arcade,Arcade,Duncan Laurence,3/7/2019,1029,,,,,,,,,,,1184536529,439603979,6566306,1458534,698504294,6956515458,852884,124,162431,210,51,343757,20,43572216,21328,,11835805
"Arc��ngel: Bzrp Music Sessions, Vol","Arc��ngel: Bzrp Music Sessions, Vol. 54 - Si",Bizarrap,3/22/2023,2191,,,,,,,,,,,146680564,154916805,3043720,820,136267,1816865,1778092,8,8273,14,13,115418,5,904756,,590512,199628
Are You Bored Yet? (feat. Clairo),Are You Bored Yet? (feat. Clairo),Wallows,2/1/2019,3186,,,,,,,,,,,842749499,125641322,2266385,121465,61935130,342062376,425838,68,34495,64,26,168949,17,9270466,14818,,1169198
Are You Entertained (feat. Ed Sheeran),Are You Entertained (feat. Ed Sheeran),Russ,7/22/2022,3135,,,,,,,,,,,65786757,27754329,216369,1402413,11252716,203863372,105632102,2,9490,493,3,15604,,17597340,1904,,242217
"Are You Going to See the Rose in the Vase, or the Dust on the Table","Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,4/19/2024,4116,,,,,,,,,,,28870396,2640169,75740,,,,1569095,2,3,103,3,77456,3,522361,224,,
Area Codes,Area Codes,Kaliii,3/17/2023,1220,,,,,,,,,,,228240866,71928705,887392,431192,122679145,1249845764,501704711,37,90410,1642,5,60728,33,16590391,20001,,1338659
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/2022,3427,,,,,,,,,,,49549021,119899690,1194687,1100000,183128923,3499011841,75508012,5,10656,,4,159369,3,118911,689,,1090933
Aria,Aria - Single,Argy,9/22/2023,3043,,,,,,,,,,,40556347,2783520,55619,904,135868,3583492,,6,11441,,6,27057,17,10155,58,,1835940
Arjan Vailly,"Arjan Vailly (From ""ANIMAL"")",Manan Bhardwaj,11/18/2023,849,,,,,,,,,,,123276250,208302578,1903455,,,,336717167,6,286,,,,11,,,,146801
Armageddon,Armageddon - The 1st Album,aespa,5/27/2024,108,,,,,,,,,,,32942304,57861795,1257935,,,,29510774,37,290,6,5,530831,33,21869,48,139164,29736
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/2018,3283,,,,,,,,,,,786839663,369178947,2899865,115366,15447249,108771380,52186744,37,17,28,14,35425,8,36174479,82435,,763212
Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,10/25/2018,1815,,,,,,,,,,,587673746,490164687,7575841,108400,2994730,15353974,210200706,34,30031,9,16,13467,6,38836032,28986,51950035,3904200
Around Me (feat. Don Toliver),HEROES & VILLAINS,Metro Boomin,12/2/2022,3238,,,,,,,,,,,223785164,15012510,128598,10832,6101983,56806507,,10,67,,2,19747,,592559,668,,
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,3/10/2023,2699,,,,,,,,,,,161172707,52352229,353891,33264,7184433,140240096,6507698,48,71615,534,45,1978100,35,12462344,1009,37415,1364052
ARRANCARMELO,ARRANCARMELO,WOS,4/6/2022,4504,,,,,,,,,,,223426639,135822239,1770582,83501,52704504,422027661,135460144,6,2526,,7,281211,4,16762,166,,538337
ART,TYLA,Tyla,3/1/2024,3507,,,,,,,,,,,46863836,17633827,366176,,164042,2574072,135441443,45,5608,16,32,505601,69,2186273,832,,221323
As If It's Your Last,As If It's Your Last,BLACKPINK,6/22/2017,1858,,,,,,,,,,,594775179,1658892938,17870955,380060,85311100,716217499,176351895,28,3547,4,3,27697,8,7982471,15956,,1387663
As It Was,As It Was,Harry Styles,3/31/2022,20,,,,,,,92355966,,,,3301814535,800899315,9101589,2755903,1633970617,15405881843,7289707052,455,1777811,4909,330,12907852,189,132624772,79909,,14967379
As It Was,As It Was (Official Video),Harry Styles,3/31/2022,3410,,,,,,,92355966,,,,3299082422,,,,,,,,,,,,,,,,
As It Was,As It Was - Single,Hundreds,3/24/2023,3483,,,,,,,92355966,,,,479006,236027939,2149041,,,,7225289,1,161,,1,2451,,,,,
As the World Caves In,As the World Caves In,Sarah Cothran,6/10/2021,3358,,,,,,,,,,,285568439,161956855,3891055,312854,290498191,1818254854,4255620,13,781,,2,5068,,3182107,8075,,2220692
ASAP,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,4133,,,,,,,,,,,112730335,60693447,1433258,99500,22267739,205967218,9441934,5,216,2,,,2,460358,372,,118065
Ascend,Ascend - Single,Dezko,6/9/2023,2114,,,,,,,,,,,76305266,59140995,748335,161889,9494127,159434907,863864,8,12078,19,18,354311,,73608,223,,1327579
Asesina,Asesina,Brytiago,5/1/2018,3982,,,,,,,,,,,362670547,712253277,3550138,19671,1657667,17887810,30023085,11,1338,,9,17915,29,144936900,26295,,
Asesina - Remix,Asesina (Remix),Brytiago,10/31/2018,4554,,,,,,,,,,,285851797,658375389,2669794,6817,2802860,15966689,31982622,16,3073,6,12,73841,,9828021,4717,,764140
Ashes,Ashes,Stellar,5/3/2020,4027,,,,,,,,,,,286057865,182898963,2201213,807105,359078764,2702536885,30628251,22,195,,3,13970,,9382744,14536,,1148477
ASI ES LA VIDA,ASI ES LA VIDA,Enrique Iglesias,9/28/2023,1254,,,,,,,,,,,123776123,144081808,854410,135600,3931596,80775271,258781688,36,2,,34,1435593,27,5728517,1038,,985508
Asiwaju,Asiwaju,Ruger,11/14/2022,1498,,,,,,,,,,,108133711,122293855,619448,1000047,13992725,173486714,9267087,35,6133,22,12,585409,19,1287462,335,2821424,2409680
Asking,Asking (feat. Clementine Douglas),Sonny Fodera,7/7/2023,3117,,,,,,,,,,,86564714,7626020,64694,806,106047,2191926,3380195,43,24743,24,25,742300,30,2191,233,4831190,545123
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,486,,,,,,,,,,,1251675613,1001433936,13378087,149047,21845741,338873585,559326384,245,263773,1544,65,1861112,35,317474727,297850,,14636399
Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,6/7/2019,1155,,,,,,,,,,,,,,12423100,1733925285,22817879063,,3,,,4,372,,,,,
